,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),State,Area,National_share
4727,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Ladakh,59146.0,1.8
4728,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Himachal Pradesh,55673.0,1.7
4729,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Uttarakhand,53483.0,1.62
4730,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Punjab,50362.0,1.53
4731,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Haryana,44212.0,1.34
4732,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Jammu and Kashmir,42241.0,1.28
4733,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Delhi,1483.0,0.04
4734,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Chandigarh,114.0,0.003
4735,2018-03-10,Western,"1,175.98","1,163.68",25.19,26.21,38.1,31.4,Maharashtra,307713.0,9.36
4736,2018-03-10,Western,"1,175.98","1,163.68",25.19,26.21,38.1,31.4,Gujarat,196024.0,5.96
4737,2018-03-10,Western,"1,175.98","1,163.68",25.19,26.21,38.1,31.4,Goa,3702.0,0.11
4738,2018-03-10,Western,"1,175.98","1,163.68",25.19,26.21,38.1,31.4,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4739,2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91,Karnataka,191791.0,5.83
4740,2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91,Andhra Pradesh,162970.0,4.87
4741,2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91,Tamil Nadu,130058.0,3.95
4742,2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91,Telangana,112077.0,3.49
4743,2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91,Kerala,38863.0,1.18
4744,2018-03-10,Southern,649.52,687.98,62.86,26.07,88.22,72.91,Puducherry,492.0,0.01
4745,2018-03-10,Eastern,501.14,546.67,0.0,0.0,30.16,25.79,Odisha,155707.0,4.73
4746,2018-03-10,Eastern,501.14,546.67,0.0,0.0,30.16,25.79,Bihar,94163.0,2.86
4747,2018-03-10,Eastern,501.14,546.67,0.0,0.0,30.16,25.79,West Bengal,88752.0,2.7
4748,2018-03-10,Eastern,501.14,546.67,0.0,0.0,30.16,25.79,Jharkhand,79714.0,2.42
4750,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Rajasthan,342239.0,10.55
4751,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Uttar Pradesh,240928.0,7.33
4752,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Ladakh,59146.0,1.8
4753,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Himachal Pradesh,55673.0,1.7
4754,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Uttarakhand,53483.0,1.62
4755,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Punjab,50362.0,1.53
4756,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Haryana,44212.0,1.34
4757,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Jammu and Kashmir,42241.0,1.28
4758,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Delhi,1483.0,0.04
4759,2018-03-11,Northern,635.05,670.46,30.32,25.77,134.13,101.45,Chandigarh,114.0,0.003
4760,2018-03-11,Western,"1,175.98","1,128.53",25.19,26.17,38.1,17.09,Maharashtra,307713.0,9.36
4761,2018-03-11,Western,"1,175.98","1,128.53",25.19,26.17,38.1,17.09,Gujarat,196024.0,5.96
4762,2018-03-11,Western,"1,175.98","1,128.53",25.19,26.17,38.1,17.09,Goa,3702.0,0.11
4763,2018-03-11,Western,"1,175.98","1,128.53",25.19,26.17,38.1,17.09,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4764,2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71,Karnataka,191791.0,5.83
4765,2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71,Andhra Pradesh,162970.0,4.87
4766,2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71,Tamil Nadu,130058.0,3.95
4767,2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71,Telangana,112077.0,3.49
4768,2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71,Kerala,38863.0,1.18
4769,2018-03-11,Southern,649.52,653.75,62.86,27.47,88.22,54.71,Puducherry,492.0,0.01
4770,2018-03-11,Eastern,501.14,540.23,0.0,0.0,30.16,21.16,Odisha,155707.0,4.73
4771,2018-03-11,Eastern,501.14,540.23,0.0,0.0,30.16,21.16,Bihar,94163.0,2.86
4772,2018-03-11,Eastern,501.14,540.23,0.0,0.0,30.16,21.16,West Bengal,88752.0,2.7
4773,2018-03-11,Eastern,501.14,540.23,0.0,0.0,30.16,21.16,Jharkhand,79714.0,2.42
4775,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Rajasthan,342239.0,10.55
4776,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Uttar Pradesh,240928.0,7.33
4777,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Ladakh,59146.0,1.8
4778,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Himachal Pradesh,55673.0,1.7
4779,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Uttarakhand,53483.0,1.62
4780,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Punjab,50362.0,1.53
4781,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Haryana,44212.0,1.34
4782,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Jammu and Kashmir,42241.0,1.28
4783,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Delhi,1483.0,0.04
4784,2018-03-12,Northern,635.75,690.77,30.32,25.6,134.13,99.21,Chandigarh,114.0,0.003
4785,2018-03-12,Western,"1,175.98","1,145.06",25.19,26.12,38.1,18.66,Maharashtra,307713.0,9.36
4786,2018-03-12,Western,"1,175.98","1,145.06",25.19,26.12,38.1,18.66,Gujarat,196024.0,5.96
4787,2018-03-12,Western,"1,175.98","1,145.06",25.19,26.12,38.1,18.66,Goa,3702.0,0.11
4788,2018-03-12,Western,"1,175.98","1,145.06",25.19,26.12,38.1,18.66,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4789,2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31,Karnataka,191791.0,5.83
4790,2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31,Andhra Pradesh,162970.0,4.87
4791,2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31,Tamil Nadu,130058.0,3.95
4792,2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31,Telangana,112077.0,3.49
4793,2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31,Kerala,38863.0,1.18
4794,2018-03-12,Southern,649.52,678.51,62.86,31.04,88.22,69.31,Puducherry,492.0,0.01
4795,2018-03-12,Eastern,501.14,544.48,0.0,0.0,30.16,26.71,Odisha,155707.0,4.73
4796,2018-03-12,Eastern,501.14,544.48,0.0,0.0,30.16,26.71,Bihar,94163.0,2.86
4797,2018-03-12,Eastern,501.14,544.48,0.0,0.0,30.16,26.71,West Bengal,88752.0,2.7
4798,2018-03-12,Eastern,501.14,544.48,0.0,0.0,30.16,26.71,Jharkhand,79714.0,2.42
4800,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Rajasthan,342239.0,10.55
4801,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Uttar Pradesh,240928.0,7.33
4802,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Ladakh,59146.0,1.8
4803,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Himachal Pradesh,55673.0,1.7
4804,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Uttarakhand,53483.0,1.62
4805,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Punjab,50362.0,1.53
4806,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Haryana,44212.0,1.34
4807,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Jammu and Kashmir,42241.0,1.28
4808,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Delhi,1483.0,0.04
4809,2018-03-13,Northern,628.85,679.83,30.32,25.42,134.13,99.87,Chandigarh,114.0,0.003
4810,2018-03-13,Western,"1,175.98","1,153.09",25.19,26.12,38.1,20.63,Maharashtra,307713.0,9.36
4811,2018-03-13,Western,"1,175.98","1,153.09",25.19,26.12,38.1,20.63,Gujarat,196024.0,5.96
4812,2018-03-13,Western,"1,175.98","1,153.09",25.19,26.12,38.1,20.63,Goa,3702.0,0.11
4813,2018-03-13,Western,"1,175.98","1,153.09",25.19,26.12,38.1,20.63,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4814,2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45,Karnataka,191791.0,5.83
4815,2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45,Andhra Pradesh,162970.0,4.87
4816,2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45,Tamil Nadu,130058.0,3.95
4817,2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45,Telangana,112077.0,3.49
4818,2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45,Kerala,38863.0,1.18
4819,2018-03-13,Southern,649.52,688.03,62.86,41.22,88.22,74.45,Puducherry,492.0,0.01
4820,2018-03-13,Eastern,501.14,550.22,0.0,0.0,30.16,26.06,Odisha,155707.0,4.73
4821,2018-03-13,Eastern,501.14,550.22,0.0,0.0,30.16,26.06,Bihar,94163.0,2.86
4822,2018-03-13,Eastern,501.14,550.22,0.0,0.0,30.16,26.06,West Bengal,88752.0,2.7
4823,2018-03-13,Eastern,501.14,550.22,0.0,0.0,30.16,26.06,Jharkhand,79714.0,2.42
4825,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Rajasthan,342239.0,10.55
4826,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Uttar Pradesh,240928.0,7.33
4827,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Ladakh,59146.0,1.8
4828,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Himachal Pradesh,55673.0,1.7
4829,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Uttarakhand,53483.0,1.62
4830,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Punjab,50362.0,1.53
4831,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Haryana,44212.0,1.34
4832,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Jammu and Kashmir,42241.0,1.28
4833,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Delhi,1483.0,0.04
4834,2018-03-14,Northern,618.70,673.49,30.32,28.54,134.13,102.8,Chandigarh,114.0,0.003
4835,2018-03-14,Western,"1,175.98","1,135.08",25.19,26.07,38.1,23.9,Maharashtra,307713.0,9.36
4836,2018-03-14,Western,"1,175.98","1,135.08",25.19,26.07,38.1,23.9,Gujarat,196024.0,5.96
4837,2018-03-14,Western,"1,175.98","1,135.08",25.19,26.07,38.1,23.9,Goa,3702.0,0.11
4838,2018-03-14,Western,"1,175.98","1,135.08",25.19,26.07,38.1,23.9,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4839,2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92,Karnataka,191791.0,5.83
4840,2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92,Andhra Pradesh,162970.0,4.87
4841,2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92,Tamil Nadu,130058.0,3.95
4842,2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92,Telangana,112077.0,3.49
4843,2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92,Kerala,38863.0,1.18
4844,2018-03-14,Southern,649.52,690.52,62.86,47.41,88.22,75.92,Puducherry,492.0,0.01
4845,2018-03-14,Eastern,501.14,549.61,0.0,0.0,30.16,25.82,Odisha,155707.0,4.73
4846,2018-03-14,Eastern,501.14,549.61,0.0,0.0,30.16,25.82,Bihar,94163.0,2.86
4847,2018-03-14,Eastern,501.14,549.61,0.0,0.0,30.16,25.82,West Bengal,88752.0,2.7
4848,2018-03-14,Eastern,501.14,549.61,0.0,0.0,30.16,25.82,Jharkhand,79714.0,2.42
4850,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Rajasthan,342239.0,10.55
4851,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Uttar Pradesh,240928.0,7.33
4852,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Ladakh,59146.0,1.8
4853,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Himachal Pradesh,55673.0,1.7
4854,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Uttarakhand,53483.0,1.62
4855,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Punjab,50362.0,1.53
4856,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Haryana,44212.0,1.34
4857,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Jammu and Kashmir,42241.0,1.28
4858,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Delhi,1483.0,0.04
4859,2018-03-15,Northern,618.09,685.94,30.32,30.85,134.13,108.14,Chandigarh,114.0,0.003
4860,2018-03-15,Western,"1,175.98","1,161.16",25.19,26.07,38.1,20.1,Maharashtra,307713.0,9.36
4861,2018-03-15,Western,"1,175.98","1,161.16",25.19,26.07,38.1,20.1,Gujarat,196024.0,5.96
4862,2018-03-15,Western,"1,175.98","1,161.16",25.19,26.07,38.1,20.1,Goa,3702.0,0.11
4863,2018-03-15,Western,"1,175.98","1,161.16",25.19,26.07,38.1,20.1,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4864,2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75,Karnataka,191791.0,5.83
4865,2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75,Andhra Pradesh,162970.0,4.87
4866,2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75,Tamil Nadu,130058.0,3.95
4867,2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75,Telangana,112077.0,3.49
4868,2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75,Kerala,38863.0,1.18
4869,2018-03-15,Southern,649.52,694.23,62.86,47.28,88.22,79.75,Puducherry,492.0,0.01
4870,2018-03-15,Eastern,501.14,545.39,0.0,0.0,30.16,25.58,Odisha,155707.0,4.73
4871,2018-03-15,Eastern,501.14,545.39,0.0,0.0,30.16,25.58,Bihar,94163.0,2.86
4872,2018-03-15,Eastern,501.14,545.39,0.0,0.0,30.16,25.58,West Bengal,88752.0,2.7
4873,2018-03-15,Eastern,501.14,545.39,0.0,0.0,30.16,25.58,Jharkhand,79714.0,2.42
4875,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Rajasthan,342239.0,10.55
4876,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Uttar Pradesh,240928.0,7.33
4877,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Ladakh,59146.0,1.8
4878,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Himachal Pradesh,55673.0,1.7
4879,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Uttarakhand,53483.0,1.62
4880,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Punjab,50362.0,1.53
4881,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Haryana,44212.0,1.34
4882,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Jammu and Kashmir,42241.0,1.28
4883,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Delhi,1483.0,0.04
4884,2018-03-16,Northern,617.44,683.89,30.32,31.04,134.13,105.07,Chandigarh,114.0,0.003
4885,2018-03-16,Western,"1,175.98","1,192.38",25.19,26.07,38.1,17.51,Maharashtra,307713.0,9.36
4886,2018-03-16,Western,"1,175.98","1,192.38",25.19,26.07,38.1,17.51,Gujarat,196024.0,5.96
4887,2018-03-16,Western,"1,175.98","1,192.38",25.19,26.07,38.1,17.51,Goa,3702.0,0.11
4888,2018-03-16,Western,"1,175.98","1,192.38",25.19,26.07,38.1,17.51,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4889,2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33,Karnataka,191791.0,5.83
4890,2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33,Andhra Pradesh,162970.0,4.87
4891,2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33,Tamil Nadu,130058.0,3.95
4892,2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33,Telangana,112077.0,3.49
4893,2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33,Kerala,38863.0,1.18
4894,2018-03-16,Southern,649.52,665.35,62.86,47.34,88.22,62.33,Puducherry,492.0,0.01
4895,2018-03-16,Eastern,501.14,523.13,0.0,0.0,30.16,25.21,Odisha,155707.0,4.73
4896,2018-03-16,Eastern,501.14,523.13,0.0,0.0,30.16,25.21,Bihar,94163.0,2.86
4897,2018-03-16,Eastern,501.14,523.13,0.0,0.0,30.16,25.21,West Bengal,88752.0,2.7
4898,2018-03-16,Eastern,501.14,523.13,0.0,0.0,30.16,25.21,Jharkhand,79714.0,2.42
4900,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Rajasthan,342239.0,10.55
4901,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Uttar Pradesh,240928.0,7.33
4902,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Ladakh,59146.0,1.8
4903,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Himachal Pradesh,55673.0,1.7
4904,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Uttarakhand,53483.0,1.62
4905,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Punjab,50362.0,1.53
4906,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Haryana,44212.0,1.34
4907,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Jammu and Kashmir,42241.0,1.28
4908,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Delhi,1483.0,0.04
4909,2018-03-17,Northern,618.09,657.68,30.32,31.17,134.13,98.77,Chandigarh,114.0,0.003
4910,2018-03-17,Western,"1,175.98","1,189.33",25.19,26.07,38.1,23.73,Maharashtra,307713.0,9.36
4911,2018-03-17,Western,"1,175.98","1,189.33",25.19,26.07,38.1,23.73,Gujarat,196024.0,5.96
4912,2018-03-17,Western,"1,175.98","1,189.33",25.19,26.07,38.1,23.73,Goa,3702.0,0.11
4913,2018-03-17,Western,"1,175.98","1,189.33",25.19,26.07,38.1,23.73,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4914,2018-03-17,Southern,649.52,591.90,62.86,48.27,88.22,54.18,Karnataka,191791.0,5.83
4915,2018-03-17,Southern,649.52,591.90,62.86,48.27,88.22,54.18,Andhra Pradesh,162970.0,4.87
4916,2018-03-17,Southern,649.52,591.90,62.86,48.27,88.22,54.18,Tamil Nadu,130058.0,3.95
4917,2018-03-17,Southern,649.52,591.90,62.86,48.27,88.22,54.18,Telangana,112077.0,3.49
4918,2018-03-17,Southern,649.52,591.90,62.86,48.27,88.22,54.18,Kerala,38863.0,1.18
4919,2018-03-17,Southern,649.52,591.90,62.86,48.27,88.22,54.18,Puducherry,492.0,0.01
4920,2018-03-17,Eastern,501.14,505.90,0.0,0.0,30.16,30.81,Odisha,155707.0,4.73
4921,2018-03-17,Eastern,501.14,505.90,0.0,0.0,30.16,30.81,Bihar,94163.0,2.86
4922,2018-03-17,Eastern,501.14,505.90,0.0,0.0,30.16,30.81,West Bengal,88752.0,2.7
4923,2018-03-17,Eastern,501.14,505.90,0.0,0.0,30.16,30.81,Jharkhand,79714.0,2.42
4925,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Rajasthan,342239.0,10.55
4926,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Uttar Pradesh,240928.0,7.33
4927,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Ladakh,59146.0,1.8
4928,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Himachal Pradesh,55673.0,1.7
4929,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Uttarakhand,53483.0,1.62
4930,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Punjab,50362.0,1.53
4931,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Haryana,44212.0,1.34
4932,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Jammu and Kashmir,42241.0,1.28
4933,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Delhi,1483.0,0.04
4934,2018-03-18,Northern,618.09,642.37,30.32,30.34,134.13,99.05,Chandigarh,114.0,0.003
4935,2018-03-18,Western,"1,175.98","1,142.17",25.19,26.06,38.1,14.23,Maharashtra,307713.0,9.36
4936,2018-03-18,Western,"1,175.98","1,142.17",25.19,26.06,38.1,14.23,Gujarat,196024.0,5.96
4937,2018-03-18,Western,"1,175.98","1,142.17",25.19,26.06,38.1,14.23,Goa,3702.0,0.11
4938,2018-03-18,Western,"1,175.98","1,142.17",25.19,26.06,38.1,14.23,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4939,2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82,Karnataka,191791.0,5.83
4940,2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82,Andhra Pradesh,162970.0,4.87
4941,2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82,Tamil Nadu,130058.0,3.95
4942,2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82,Telangana,112077.0,3.49
4943,2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82,Kerala,38863.0,1.18
4944,2018-03-18,Southern,649.52,627.71,62.86,48.19,88.22,39.82,Puducherry,492.0,0.01
4945,2018-03-18,Eastern,501.14,497.02,0.0,0.0,30.16,28.07,Odisha,155707.0,4.73
4946,2018-03-18,Eastern,501.14,497.02,0.0,0.0,30.16,28.07,Bihar,94163.0,2.86
4947,2018-03-18,Eastern,501.14,497.02,0.0,0.0,30.16,28.07,West Bengal,88752.0,2.7
4948,2018-03-18,Eastern,501.14,497.02,0.0,0.0,30.16,28.07,Jharkhand,79714.0,2.42
4950,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Rajasthan,342239.0,10.55
4951,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Uttar Pradesh,240928.0,7.33
4952,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Ladakh,59146.0,1.8
4953,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Himachal Pradesh,55673.0,1.7
4954,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Uttarakhand,53483.0,1.62
4955,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Punjab,50362.0,1.53
4956,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Haryana,44212.0,1.34
4957,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Jammu and Kashmir,42241.0,1.28
4958,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Delhi,1483.0,0.04
4959,2018-03-19,Northern,618.74,664.57,30.32,30.88,134.13,98.7,Chandigarh,114.0,0.003
4960,2018-03-19,Western,"1,175.98","1,161.32",25.19,26.06,38.1,28.39,Maharashtra,307713.0,9.36
4961,2018-03-19,Western,"1,175.98","1,161.32",25.19,26.06,38.1,28.39,Gujarat,196024.0,5.96
4962,2018-03-19,Western,"1,175.98","1,161.32",25.19,26.06,38.1,28.39,Goa,3702.0,0.11
4963,2018-03-19,Western,"1,175.98","1,161.32",25.19,26.06,38.1,28.39,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4964,2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42,Karnataka,191791.0,5.83
4965,2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42,Andhra Pradesh,162970.0,4.87
4966,2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42,Tamil Nadu,130058.0,3.95
4967,2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42,Telangana,112077.0,3.49
4968,2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42,Kerala,38863.0,1.18
4969,2018-03-19,Southern,649.52,655.58,62.86,50.93,88.22,49.42,Puducherry,492.0,0.01
4970,2018-03-19,Eastern,501.14,515.32,0.0,0.0,30.16,27.89,Odisha,155707.0,4.73
4971,2018-03-19,Eastern,501.14,515.32,0.0,0.0,30.16,27.89,Bihar,94163.0,2.86
4972,2018-03-19,Eastern,501.14,515.32,0.0,0.0,30.16,27.89,West Bengal,88752.0,2.7
4973,2018-03-19,Eastern,501.14,515.32,0.0,0.0,30.16,27.89,Jharkhand,79714.0,2.42
4975,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Rajasthan,342239.0,10.55
4976,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Uttar Pradesh,240928.0,7.33
4977,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Ladakh,59146.0,1.8
4978,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Himachal Pradesh,55673.0,1.7
4979,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Uttarakhand,53483.0,1.62
4980,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Punjab,50362.0,1.53
4981,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Haryana,44212.0,1.34
4982,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Jammu and Kashmir,42241.0,1.28
4983,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Delhi,1483.0,0.04
4984,2018-03-20,Northern,619.39,664.76,30.32,30.85,134.13,99.35,Chandigarh,114.0,0.003
4985,2018-03-20,Western,"1,175.98","1,191.97",25.19,26.11,38.1,23.08,Maharashtra,307713.0,9.36
4986,2018-03-20,Western,"1,175.98","1,191.97",25.19,26.11,38.1,23.08,Gujarat,196024.0,5.96
4987,2018-03-20,Western,"1,175.98","1,191.97",25.19,26.11,38.1,23.08,Goa,3702.0,0.11
